epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
11;0.592460248344;0.68834;0.763613461393;0.767742517364;0.693134438988;0.653753;0.743004;0.800816;0.575864;0.748728;0.426559393186;0.75080975476;0.587894196359;0.448934606907;0.884188;0.391885;0.792971;0.56227
12;0.591956411961;0.688942;0.762245037893;0.771713260403;0.699508758921;0.648785;0.758791;0.823895;0.55399;0.76385;0.432586319873;0.759137372316;0.588896448815;0.454148471616;0.884498;0.413355;0.814128;0.551953
13;0.589851709212;0.701455;0.763152101178;0.773517881971;0.701825933821;0.707494;0.695758;0.686903;0.716007;0.68697;0.427985948832;0.760716163771;0.634221256453;0.455344070278;0.908392;0.346016;0.681413;0.710391
14;0.587215874185;0.69353;0.759891952564;0.770281757901;0.699045323941;0.723986;0.670366;0.625545;0.761516;0.641747;0.424974114751;0.758602110149;0.660856961261;0.457290132548;0.914152;0.31776;0.614443;0.756817
15;0.58497265787;0.701594;0.764268351214;0.774184246405;0.702585008802;0.691158;0.713235;0.728891;0.674298;0.711843;0.436362803411;0.759202315054;0.60287120785;0.449521002211;0.900174;0.362389;0.723728;0.661754
16;0.586079082969;0.70368;0.765196356064;0.774149122595;0.703278384886;0.696574;0.711318;0.721754;0.685606;0.705201;0.443560494534;0.762243735506;0.590567213422;0.458026509573;0.904476;0.358994;0.710264;0.683861
17;0.588622750802;0.702336;0.771989217149;0.778348297113;0.702409638554;0.70213;0.702542;0.702846;0.701826;0.696439;0.440604765481;0.762867842946;0.603697970333;0.461313868613;0.906257;0.35248;0.69645;0.696389
18;0.584864305344;0.693994;0.769096266718;0.774709655988;0.701760889713;0.665585;0.734169;0.779776;0.608212;0.745902;0.440946984304;0.757658958625;0.558334297451;0.459161147903;0.891083;0.393117;0.781081;0.597642
19;0.584419678626;0.69594;0.765703784505;0.775221517754;0.702382055798;0.738117;0.666457;0.607378;0.784503;0.62606;0.446448843173;0.755776327934;0.657108932279;0.458486407054;0.913149;0.308013;0.59381;0.761975
20;0.586016670233;0.702614;0.773049363909;0.778804713345;0.702938177774;0.682654;0.727471;0.757253;0.647975;0.726258;0.447607711271;0.761025028338;0.601273186972;0.46357615894;0.896602;0.37435;0.747508;0.636699
21;0.585115975761;0.706738;0.77291063926;0.780323426157;0.706209453197;0.701509;0.712247;0.719715;0.693762;0.701526;0.442840831477;0.762254043877;0.566239089515;0.462048636699;0.903197;0.354975;0.706417;0.680914
22;0.583769512053;0.702892;0.773589763012;0.780946922103;0.706831031606;0.723322;0.685887;0.657151;0.748633;0.666478;0.446519147358;0.7598217193;0.637944070025;0.459618208517;0.910134;0.331768;0.651687;0.728814
23;0.585062897209;0.700528;0.766460646321;0.775333688864;0.703308925758;0.676944;0.731366;0.76717;0.633886;0.735585;0.427823257302;0.761819352755;0.574166433699;0.460014673514;0.896865;0.38465;0.760273;0.63154
24;0.580459087221;0.70989;0.778873429141;0.784099989553;0.709426267495;0.717385;0.702894;0.69265;0.727129;0.68697;0.445817359389;0.762067397934;0.598317093351;0.457627118644;0.905931;0.344565;0.683686;0.700811
25;0.582282381094;0.701965;0.766510603954;0.776559633103;0.702011307814;0.689051;0.716773;0.73612;0.66781;0.710288;0.434623204465;0.758529693843;0.591618687437;0.45842531273;0.896306;0.358398;0.725477;0.646279
26;0.58192926974;0.705533;0.774794141654;0.781900466743;0.705947748749;0.703534;0.707573;0.710446;0.700621;0.694884;0.449289306489;0.761575688635;0.598443524995;0.460526315789;0.903445;0.349474;0.696975;0.686072
27;0.582662739014;0.707897;0.775532941752;0.78306248625;0.707016405598;0.712204;0.703761;0.697748;0.718046;0.686829;0.441760000704;0.761577363745;0.564396667356;0.459618208517;0.90441;0.343534;0.68491;0.694915
28;0.58328098319;0.70558;0.776274794933;0.781860334451;0.707043558851;0.686921;0.728377;0.755492;0.655668;0.728378;0.44646067842;0.75927305625;0.546650572238;0.453942520265;0.898092;0.377547;0.748907;0.641857
29;0.579336010644;0.70558;0.774921691896;0.780757896987;0.706236678714;0.687426;0.727627;0.754009;0.657151;0.723573;0.4425300856;0.759165462627;0.585243670313;0.459837877671;0.897528;0.372172;0.742787;0.642594
30;0.578924764632;0.704699;0.776291509336;0.781170323622;0.706089535638;0.683324;0.731718;0.762999;0.646399;0.731487;0.438921772432;0.759680816753;0.592431904536;0.457059679767;0.896409;0.379814;0.755027;0.632277
31;0.582425367148;0.702382;0.77695412093;0.782079367508;0.703151065802;0.684745;0.723742;0.750116;0.654648;0.728943;0.443840061302;0.761259028361;0.557007964989;0.457415565345;0.900358;0.379562;0.747333;0.651437
32;0.582587265219;0.699555;0.777447836676;0.782470286876;0.703751736915;0.739862;0.670846;0.615534;0.783576;0.626908;0.441165908034;0.760352858118;0.625359018048;0.462840323767;0.914178;0.309021;0.59416;0.764923
33;0.580930970975;0.705394;0.775472886315;0.781421924702;0.705904161646;0.704127;0.706678;0.708499;0.702289;0.693188;0.431863919317;0.759872745736;0.587832839931;0.462048636699;0.904284;0.348586;0.693828;0.690494
34;0.581343731725;0.699462;0.778479958906;0.783475621632;0.705893254262;0.668996;0.743329;0.7896;0.609324;0.747032;0.447818898353;0.761840098352;0.551200975025;0.457627118644;0.891101;0.394545;0.782654;0.596905
35;0.580811415742;0.701594;0.775740038465;0.782211499526;0.70303086477;0.676829;0.734426;0.771619;0.631569;0.73078;0.442297650714;0.760312397762;0.582960440268;0.455416359617;0.896136;0.378868;0.754328;0.63154
36;0.579040711942;0.700945;0.772012807221;0.780210155414;0.703336422614;0.680186;0.727111;0.75855;0.64334;0.731628;0.449064314478;0.76195767821;0.576611248769;0.467943994105;0.895445;0.379341;0.756251;0.627856
37;0.580136911626;0.701038;0.779261589948;0.785402418389;0.706209453197;0.74603;0.669958;0.609602;0.792474;0.629169;0.44428551928;0.761173146745;0.628898807978;0.459499263623;0.917453;0.311962;0.594684;0.774503
38;0.576474081018;0.705672;0.772575831198;0.783992547722;0.70720177959;0.726059;0.688658;0.66058;0.750765;0.666337;0.430928592255;0.761134683635;0.635465084108;0.462481962482;0.911117;0.332219;0.650638;0.732498
39;0.576383423315;0.701177;0.758786726095;0.776237397814;0.70301065308;0.729901;0.678833;0.638706;0.763648;0.653053;0.412877938734;0.753815160341;0.582339838678;0.438970588235;0.911705;0.323586;0.631929;0.742078
40;0.579694822159;0.705997;0.773341177795;0.784227512564;0.708090075063;0.719419;0.694122;0.67541;0.736584;0.67411;0.424416607472;0.759727139995;0.630460771246;0.455714285714;0.908156;0.336097;0.663927;0.717023
41;0.575906493824;0.708314;0.779984493369;0.786691445454;0.707850588562;0.71253;0.704262;0.698397;0.718232;0.686546;0.43545200497;0.762176666667;0.574370523878;0.459837877671;0.905115;0.343739;0.683861;0.697863
42;0.578960002861;0.708499;0.778846525529;0.786465045718;0.709426267495;0.725288;0.69404;0.671239;0.74576;0.670011;0.435890375426;0.761667497564;0.6028465103;0.462104488595;0.912281;0.335464;0.65466;0.734709
43;0.575208224709;0.70938;0.777329622059;0.788103833249;0.710167763463;0.726307;0.694809;0.671981;0.746779;0.666902;0.430418120239;0.760809261247;0.593389630368;0.461311717023;0.910802;0.33244;0.651687;0.731024
44;0.575132655583;0.708685;0.779512709863;0.786969484965;0.710738441583;0.714899;0.70282;0.694226;0.723144;0.687253;0.441215834226;0.764383817764;0.583204002991;0.461086637298;0.908244;0.346154;0.681937;0.709654
45;0.576306576845;0.709658;0.781510095617;0.78816735421;0.709333580499;0.702943;0.716833;0.726203;0.693113;0.701526;0.438357637315;0.757798314916;0.571437219936;0.458608058608;0.900333;0.35317;0.709215;0.669123
46;0.574341049599;0.708453;0.775503553876;0.786576409286;0.709055519511;0.714231;0.702978;0.694967;0.721939;0.684709;0.433988733364;0.760680277754;0.553888071099;0.453343130051;0.907286;0.343593;0.679315;0.707443
47;0.576768311306;0.705997;0.778516574911;0.786907596271;0.707032335773;0.727366;0.6883;0.659005;0.752989;0.665206;0.443218073264;0.763139017532;0.60882030371;0.463181148748;0.913376;0.332672;0.647141;0.741341
48;0.575327371554;0.707155;0.776503825239;0.786668215717;0.710167763463;0.737918;0.683437;0.642506;0.771805;0.651639;0.428983772162;0.7601502342;0.609952572445;0.451731761238;0.914628;0.324239;0.627557;0.753132
49;0.574338668264;0.713412;0.785586826817;0.792136009666;0.713411808323;0.71014;0.716788;0.721198;0.705626;0.703363;0.439498768098;0.763369989471;0.566151120758;0.465353756382;0.906559;0.358613;0.705718;0.693441
50;0.569858768346;0.712485;0.786570062596;0.792159119131;0.711851851852;0.710534;0.714473;0.717119;0.707851;0.697004;0.442637595396;0.764670905898;0.582041697694;0.464996315402;0.905789;0.352677;0.697674;0.694178
51;0.571094209336;0.711929;0.787232249405;0.793713574296;0.712855686347;0.716586;0.707468;0.701177;0.722681;0.690362;0.439963121481;0.764460486274;0.596468453659;0.480854197349;0.907579;0.348253;0.686833;0.705232
52;0.570465606289;0.702614;0.784726693053;0.788634367292;0.708499397535;0.747173;0.671666;0.612476;0.792752;0.624929;0.432452871473;0.755609074614;0.614681017085;0.460574797347;0.912739;0.307166;0.592586;0.761238
53;0.571500185815;0.709936;0.785470845488;0.792477269457;0.709850801594;0.727959;0.694554;0.670405;0.749467;0.670435;0.439326900221;0.761057370853;0.574546360427;0.472222222222;0.914363;0.336902;0.653436;0.742078
54;0.570018241454;0.706785;0.78875610937;0.793070156101;0.711862835959;0.749218;0.676699;0.621652;0.791918;0.632137;0.442443137212;0.760514119698;0.610535750927;0.458088235294;0.916578;0.313249;0.599405;0.770081
55;0.57125296425;0.703124;0.78707590694;0.793292672759;0.711903659101;0.754028;0.669215;0.602929;0.803318;0.625212;0.442892752679;0.763576414602;0.610964694422;0.467207074429;0.923034;0.312373;0.585067;0.794399
56;0.572590124995;0.711234;0.783785855923;0.791306538799;0.711836129391;0.714595;0.707976;0.703402;0.719066;0.691492;0.437874133344;0.761869606064;0.591206079792;0.465047829286;0.909259;0.350145;0.686833;0.711127
57;0.570868105368;0.712717;0.788143917796;0.795557305842;0.714550509731;0.74768;0.686404;0.642136;0.783298;0.6474;0.437245064558;0.763180251017;0.610191549131;0.460574797347;0.915893;0.322188;0.620738;0.759764
58;0.572253637539;0.713736;0.791309668709;0.796313088442;0.715662650602;0.729636;0.699896;0.679118;0.748355;0.666478;0.444961353171;0.762320726153;0.59042726276;0.469941348974;0.904212;0.328312;0.656933;0.706706
59;0.568298390731;0.712856;0.790415279158;0.796210534822;0.714179796108;0.745852;0.687669;0.64575;0.779961;0.652063;0.436610263557;0.75993201887;0.60161438613;0.460641399417;0.91554;0.324992;0.627382;0.75608
60;0.571842562758;0.714478;0.792193887137;0.796809679921;0.715172861248;0.703733;0.726419;0.740847;0.688108;0.712549;0.44369250404;0.76268029502;0.537571797555;0.461932650073;0.901854;0.364111;0.723028;0.668386
61;0.569236190834;0.710956;0.787980614279;0.794619327875;0.712564862861;0.727965;0.696308;0.673649;0.748262;0.663652;0.426527983646;0.757836069325;0.580590909672;0.45842531273;0.909492;0.329443;0.648365;0.728077
62;0.56985566033;0.707665;0.788819870369;0.793523840433;0.710009267841;0.73341;0.687036;0.652516;0.762814;0.655172;0.440818646799;0.759633527101;0.599940153166;0.464259395726;0.911418;0.324814;0.635076;0.739867
63;0.573556308351;0.7123;0.790682174301;0.795253768602;0.7125382263;0.712892;0.711711;0.710909;0.71369;0.694178;0.449903345488;0.762229046078;0.58477433057;0.469462840324;0.904069;0.349272;0.695401;0.68902
64;0.56799352316;0.711975;0.790409686951;0.795287006714;0.714762301918;0.743765;0.687521;0.64677;0.77718;0.650085;0.440492481376;0.758171800085;0.582761916368;0.456953642384;0.913965;0.322887;0.625984;0.751658
65;0.57042074809;0.71077;0.789131983479;0.794076530353;0.712445556482;0.731239;0.693631;0.666512;0.755028;0.66238;0.43960458131;0.761267403913;0.585776941243;0.470802919708;0.909292;0.328457;0.646791;0.728077
66;0.566785484472;0.707804;0.791682739746;0.796579568925;0.713411808323;0.758533;0.673718;0.609695;0.805913;0.625636;0.446540175086;0.763046822039;0.633604408692;0.457290132548;0.92124;0.311772;0.586991;0.788504
67;0.570767239888;0.712624;0.787224488977;0.792252437557;0.713173985548;0.713674;0.711585;0.710168;0.71508;0.695449;0.441229218618;0.76243109015;0.603513502162;0.46868091378;0.907594;0.352441;0.693828;0.702284
68;0.570273206059;0.713087;0.782939340366;0.793521400623;0.71456364647;0.722426;0.704501;0.692094;0.734081;0.683437;0.435614439094;0.763126647487;0.578652288447;0.471281296024;0.909198;0.343717;0.675817;0.715549
69;0.566466491446;0.713365;0.791920828244;0.797334453779;0.712618121178;0.717252;0.709616;0.704421;0.72231;0.692058;0.442104207642;0.764731532006;0.550642289554;0.461311717023;0.908776;0.350328;0.688057;0.708917
70;0.568639267622;0.716331;0.790439437716;0.798018012857;0.714921223355;0.728555;0.705349;0.689591;0.743072;0.682306;0.447143580456;0.76478500668;0.595116323927;0.470588235294;0.914102;0.345581;0.669872;0.734709
71;0.568258737046;0.717675;0.794288455407;0.79943008279;0.717238183503;0.736529;0.701605;0.67782;0.757531;0.669446;0.441784707773;0.762316796086;0.642541140301;0.46170678337;0.911793;0.334791;0.65431;0.733235
72;0.56717971667;0.711234;0.789020896097;0.796699252759;0.714802113264;0.750385;0.682671;0.633052;0.789415;0.642877;0.438278139768;0.761566088964;0.591624228007;0.456890198968;0.918458;0.320662;0.61252;0.770818
73;0.569772655749;0.710353;0.790187339252;0.795629632454;0.712074877212;0.731511;0.692739;0.664658;0.756048;0.663793;0.447128540324;0.762267509187;0.588994604962;0.464520848574;0.909917;0.32978;0.64819;0.72955
74;0.565034066242;0.714478;0.790310399792;0.797316073593;0.715172861248;0.710632;0.718467;0.723607;0.705348;0.6987;0.439068096351;0.762842587437;0.564490822882;0.473839351511;0.904215;0.353164;0.701521;0.686809
75;0.565761090938;0.715636;0.791240668371;0.798579164793;0.715106580167;0.722483;0.709199;0.70025;0.731022;0.688101;0.441458287663;0.762910687113;0.591237439383;0.461311717023;0.910089;0.347888;0.681413;0.716286
76;0.565871900892;0.718046;0.796623645983;0.801939551636;0.717635066259;0.729356;0.7078;0.693391;0.742701;0.685557;0.437202479388;0.764598811728;0.579326898769;0.471670345843;0.912417;0.347183;0.675817;0.726603
77;0.562937283949;0.715683;0.794485034375;0.800524698258;0.716841227176;0.738618;0.69677;0.667624;0.763741;0.66026;0.438780498931;0.762358738271;0.603448199646;0.464364437913;0.911597;0.328304;0.641895;0.737657
78;0.56458385972;0.716656;0.79781993747;0.802622835806;0.717939214233;0.744688;0.694387;0.659375;0.773936;0.658988;0.441854778654;0.765187999561;0.595704938241;0.468335787923;0.917003;0.330334;0.635601;0.757553
79;0.563846932686;0.716146;0.789184615646;0.798275829438;0.715318320823;0.720666;0.711807;0.705904;0.726388;0.689797;0.437174672525;0.762855215192;0.58162967437;0.464259395726;0.907493;0.347747;0.686134;0.705232
80;0.564919004025;0.718927;0.792966411737;0.801786470759;0.718694967096;0.730394;0.708547;0.69404;0.743813;0.680328;0.434875621125;0.760536926969;0.578306103019;0.464996315402;0.908532;0.340949;0.672145;0.714812
